EQUINOR  N-1 DC Monitored Facility Loadings[TARA Ver 2302.2.0.0 64-bit - Thu Jul 17 13:46:52 2025]

 Loadflow Case: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_EPE_pp10DEL_C0_v2 (3).raw
 Study Data File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Sub.sub
 Contingency File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_CTGs.con (total 5674 contingencies)
 Monitor File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Mon.mon (0.0% loading cutoff)
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 Monitored Facility                                   ,Fr Bus,Fr Name,To Bus,To Name,CKT,kVs,Areas,Zones Name,Rate Base (MVA),Rate Cont (MVA), Cont Name                                                      ,Cont ID,Base Flow (MW),Cont Flow (MW),Final DC %Loading,Severity Rank,Dfax FromTo Bus 113987,Dfax ToFrom Bus 113987,Dfax Harmer Positive (based on flow direction) Bus 113987,
116144 CHICOPEE      115  116152 AGAWAM        115  1  ,116144,CHICOPEE,116152,AGAWAM,1 ,115 ,101,MA_SPRGFLD_P,     318.0,     340.0,BF_FAIRMT_14,  3726,-33.6,-60.9,     17.90,7,  -0.02081,   0.02081,   0.02081,
121114 UI_1241_ES    115  121118 ES_1241_UI    115  1  ,121114,UI_1241_ES,121118,ES_1241_UI,1 ,115 ,101,BORDER-BUS,     217.0,     278.0,BF_BUNK_3_85,  3454,20.7,49.8,     17.90,5,  -0.00016,   0.00016,  -0.00016,
113265 WACHUSETT     345  113950 SANDY POND    345  1  ,113265,WACHUSETT,113950,SANDY POND,1 ,345 ,101,MA_NG_CENT_T/MA_MRMKVLY_T,    1539.0,    1611.0,BF_SNDPD_337,   603,-156.2,-288.4,     17.90,2,  -0.12036,   0.12036,   0.12036,
119168 HADDAM NECK   345  119220 BESECK        345  1  ,119168,HADDAM NECK,119220,BESECK,1 ,345 ,101,CT_MIDDTWN_P,    1463.0,    1884.0,Base Case ,     0,261.8,    -    ,     17.89,0,   0.00218,  -0.00218,   0.00218,
119949 FT-HILL_1090  115  119957 ES_1090_CMEC  115  1  ,119949,FT-HILL_1090,119957,ES_1090_CMEC,1 ,115 ,101,CT_EASTERN_P/BORDER-BUS,     178.0,     207.0,DC_1080_1490_NPCC_NERC,  5017,-15.8,-37.0,     17.89,6,   0.00000,  -0.00000,  -0.00000,
119949 FT-HILL_1090  115  119957 ES_1090_CMEC  115  1  ,119949,FT-HILL_1090,119957,ES_1090_CMEC,1 ,115 ,101,CT_EASTERN_P/BORDER-BUS,     178.0,     207.0,BF_CARD_15T,  3485,-15.8,-37.0,     17.89,5,  -0.00000,   0.00000,   0.00000,
104418 WEBSTER       115  104451 NORTH ROAD    115  1  ,104418,WEBSTER,104451,NORTH ROAD,1 ,115 ,101,NH_CENTRAL_P,     216.0,     234.0,BS_GARVINS,  3074,-21.8,-41.8,     17.88,7,   0.01230,  -0.01230,  -0.01230,
104418 WEBSTER       115  104451 NORTH ROAD    115  1  ,104418,WEBSTER,104451,NORTH ROAD,1 ,115 ,101,NH_CENTRAL_P,     216.0,     234.0,BF_GARV_1460,  3817,-21.8,-41.8,     17.88,6,   0.01230,  -0.01230,  -0.01230,
104418 WEBSTER       115  104451 NORTH ROAD    115  1  ,104418,WEBSTER,104451,NORTH ROAD,1 ,115 ,101,NH_CENTRAL_P,     216.0,     234.0,BF_GARV_1370,  3816,-21.8,-41.8,     17.88,5,   0.01230,  -0.01230,  -0.01230,
104418 WEBSTER       115  104451 NORTH ROAD    115  1  ,104418,WEBSTER,104451,NORTH ROAD,1 ,115 ,101,NH_CENTRAL_P,     216.0,     234.0,BF_GARV_1820,  3818,-21.8,-41.8,     17.88,4,   0.01230,  -0.01230,  -0.01230,
103012 WALTHAM ROAD  115  103033 BOGGY BROOK   115  1  ,103012,WALTHAM ROAD,103033,BOGGY BROOK,1 ,115 ,101,ME_HANCOCK_P,     229.0,     229.0,GN_IND6,   962,-30.3,-40.9,     17.88,7,  -0.00000,   0.00000,   0.00000,
107520 IBM K24_TAP   115  107665 DUXBURY SWCH  115  1  ,107520,IBM K24_TAP,107665,DUXBURY SWCH,1 ,115 ,101,VT_VELCO_P,     187.0,     217.0,Base Case ,     0,33.4,    -    ,     17.87,0,  -0.01092,   0.01092,  -0.01092,
110808 TRAPELO RD A  115  110809 WALTHAM B     115  1  ,110808,TRAPELO RD A,110809,WALTHAM B,1 ,115 ,101,MA_BOSTON_P,     286.0,     329.0,BF_LEXNGTN_3,  4058,5.9,58.8,     17.87,9,   0.03317,  -0.03317,   0.03317,
100110 HIGHLAND      115  100166 SECT 266B TP  115  1  ,100110,HIGHLAND,100166,SECT 266B TP,1 ,115 ,101,ME_CMP_P,     286.0,     302.0,BF_ORR_96-23,   573,-39.3,-53.9,     17.86,5,   0.00000,  -0.00000,  -0.00000,
120488 BLACK ROCK-1  115  122297 BLACK RK T1  99.0  1  ,120488,BLACK ROCK-1,122297,BLACK RK T1,1 ,115/99 ,101,CT_HARTFRD_P/CT_HARTFRD_D,      60.0,      69.0,DC_1771_1820_NPCC,  5110,13.8,12.3,     17.86,7,  -0.00008,   0.00008,  -0.00008,
100119 BROWNS CRSNG  115  100253 COOPERS MILL  115  1  ,100119,BROWNS CRSNG,100253,COOPERS MILL,1 ,115 ,101,ME_CMP_P,     283.0,     283.0,Base Case ,     0,-50.5,    -    ,     17.86,0,   0.00000,  -0.00000,  -0.00000,
113274 AYER          115  113986 SANDY POND    115  1  ,113274,AYER,113986,SANDY POND,1 ,115 ,101,MA_NG_CENT_T/MA_MRMKVLY_T,     359.0,     442.0,BF_PRAT_802,  4439,-63.4,-78.9,     17.85,9,  -0.06307,   0.06307,   0.06307,
114401 GH TAP Q169   115  114428 MELROSE 169   115  1  ,114401,GH TAP Q169,114428,MELROSE 169,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_MAPLWD_58,  4116,27.4,51.6,     17.85,2,   0.00000,  -0.00000,   0.00000,
114401 GH TAP Q169   115  114428 MELROSE 169   115  1  ,114401,GH TAP Q169,114428,MELROSE 169,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,LN_F158N,  1731,27.4,51.6,     17.85,3,   0.00000,  -0.00000,   0.00000,
114401 GH TAP Q169   115  114428 MELROSE 169   115  1  ,114401,GH TAP Q169,114428,MELROSE 169,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_WAKE_5845,  4824,27.4,51.6,     17.85,4,   0.00000,  -0.00000,   0.00000,
114401 GH TAP Q169   115  114428 MELROSE 169   115  1  ,114401,GH TAP Q169,114428,MELROSE 169,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_WAKE_F158,  4825,27.4,51.6,     17.85,5,   0.00000,  -0.00000,   0.00000,
114400 GH TAP F158   115  114427 MELROSE 158   115  1  ,114400,GH TAP F158,114427,MELROSE 158,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_WAKE_4T69,  4823,24.2,51.6,     17.85,5,  -0.00000,   0.00000,  -0.00000,
114400 GH TAP F158   115  114427 MELROSE 158   115  1  ,114400,GH TAP F158,114427,MELROSE 158,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_LYNN_7969,  4093,24.2,51.6,     17.85,8,  -0.00000,   0.00000,  -0.00000,
114400 GH TAP F158   115  114427 MELROSE 158   115  1  ,114400,GH TAP F158,114427,MELROSE 158,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_WAKE_Q169,  4826,24.2,51.6,     17.85,7,  -0.00000,   0.00000,  -0.00000,
114400 GH TAP F158   115  114427 MELROSE 158   115  1  ,114400,GH TAP F158,114427,MELROSE 158,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,DC_A179_Q169_NPCC,  5143,24.2,51.6,     17.85,6,  -0.00000,   0.00000,  -0.00000,
114400 GH TAP F158   115  114427 MELROSE 158   115  1  ,114400,GH TAP F158,114427,MELROSE 158,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_RESC_1T,  4502,24.2,51.6,     17.85,2,  -0.00000,   0.00000,  -0.00000,
114400 GH TAP F158   115  114427 MELROSE 158   115  1  ,114400,GH TAP F158,114427,MELROSE 158,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,LN_Q169,  1868,24.2,51.6,     17.85,3,  -0.00000,   0.00000,  -0.00000,
114400 GH TAP F158   115  114427 MELROSE 158   115  1  ,114400,GH TAP F158,114427,MELROSE 158,1 ,115 ,101,MA_NG_NRSH_T,     234.0,     289.0,BF_GERIV_169,  3826,24.2,51.6,     17.85,4,  -0.00000,   0.00000,  -0.00000,
111155 WAREHAM 108   115  111156 VALLEYNB 108  115  1  ,111155,WAREHAM 108,111156,VALLEYNB 108,1 ,115 ,101,MA_PLYMOTH_P,     227.0,     246.0,BF_CANAL_412,   448,10.6,43.9,     17.84,4,  -0.00066,   0.00066,  -0.00066,
116254 ATWATER       115  116368 GRANVILLE_J   115  1  ,116254,ATWATER,116368,GRANVILLE_J,1 ,115 ,101,MA_SPRGFLD_P,     174.0,     223.0,BF_LUDLOW_4T,   516,-23.8,-39.8,     17.84,6,  -0.00390,   0.00390,   0.00390,
104968 MONADNCK_TAP  115  109547 BELLOWS FALS  115  1  ,104968,MONADNCK_TAP,109547,BELLOWS FALS,1 ,115 ,101,BORDER-BUS/NH_NG_GEC_T,     235.0,     290.0,TF_COOLDG_T1,   200,32.7,51.7,     17.84,7,  -0.00433,   0.00433,  -0.00433,
104968 MONADNCK_TAP  115  109547 BELLOWS FALS  115  1  ,104968,MONADNCK_TAP,109547,BELLOWS FALS,1 ,115 ,101,BORDER-BUS/NH_NG_GEC_T,     235.0,     290.0,BF_COOL_K36,  3526,32.7,51.7,     17.84,6,  -0.00433,   0.00433,  -0.00433,
104968 MONADNCK_TAP  115  109547 BELLOWS FALS  115  1  ,104968,MONADNCK_TAP,109547,BELLOWS FALS,1 ,115 ,101,BORDER-BUS/NH_NG_GEC_T,     235.0,     290.0,BF_COOL_3TB1,   462,32.7,51.7,     17.84,9,  -0.00433,   0.00433,  -0.00433,
104968 MONADNCK_TAP  115  109547 BELLOWS FALS  115  1  ,104968,MONADNCK_TAP,109547,BELLOWS FALS,1 ,115 ,101,BORDER-BUS/NH_NG_GEC_T,     235.0,     290.0,BF_COOL_336,   459,32.7,51.7,     17.84,8,  -0.00433,   0.00433,  -0.00433,
114789 READ ST T1   69.0  114791 WEST ST 1    69.0  1  ,114789,READ ST T1,114791,WEST ST 1,1 ,69 ,101,MA_NG_SEMA_T,      47.0,      55.0,BF_BYPT_8183,  3462,7.9,9.8,     17.84,7,  -0.00006,   0.00006,  -0.00006,
114780 NBORO_W23W   69.0  114788 NORTHBORO RD 69.0  1  ,114780,NBORO_W23W,114788,NORTHBORO RD,1 ,69 ,101,MA_NG_SEMA_T,     119.0,     141.0,LN_E157E,  1720,9.6,25.1,     17.83,9,   0.00093,  -0.00093,   0.00093,
100608 CMP_254_EM    115  103027 ORRINGTON     115  1  ,100608,CMP_254_EM,103027,ORRINGTON,1 ,115 ,101,BORDER-BUS/ME_MEPCO_P,     465.0,     465.0,BF_ALBI_3024,   413,-61.7,-82.9,     17.83,6,   0.00000,  -0.00000,  -0.00000,
100608 CMP_254_EM    115  103027 ORRINGTON     115  1  ,100608,CMP_254_EM,103027,ORRINGTON,1 ,115 ,101,BORDER-BUS/ME_MEPCO_P,     465.0,     465.0,BF_ALBI_KT1H,   414,-61.7,-82.9,     17.83,7,   0.00000,  -0.00000,  -0.00000,
114780 NBORO_W23W   69.0  114788 NORTHBORO RD 69.0  1  ,114780,NBORO_W23W,114788,NORTHBORO RD,1 ,69 ,101,MA_NG_SEMA_T,     119.0,     141.0,BF_NBORO_760,  4278,9.6,25.1,     17.82,10,   0.00093,  -0.00093,   0.00093,
100608 CMP_254_EM    115  103027 ORRINGTON     115  1  ,100608,CMP_254_EM,103027,ORRINGTON,1 ,115 ,101,BORDER-BUS/ME_MEPCO_P,     465.0,     465.0,BF_ALBI_24T1,   412,-61.7,-82.9,     17.82,8,   0.00000,  -0.00000,  -0.00000,
107840 WILLISTON     115  107850 TAFTS CORNER  115  1  ,107840,WILLISTON,107850,TAFTS CORNER,1 ,115 ,101,VT_VELCO_P,     252.0,     294.0,BF_GEO_K1942,  3821,7.8,52.4,     17.82,4,  -0.01577,   0.01577,  -0.01577,
110780 WEST WALPOLE  345  115008 NST_331_NGR   345  1  ,110780,WEST WALPOLE,115008,NST_331_NGR,1 ,345 ,101,MA_SOUTHRN_P/BORDER-BUS,    1122.0,    1122.0,BF_CANAL_412,   448,60.7,199.9,     17.82,6,   0.00486,  -0.00486,   0.00486,
116107 ERVING        115  116109 NGR_A127W_ES  115  1  ,116107,ERVING,116109,NGR_A127W_ES,1 ,115 ,101,MA_PIT-GRN_P/BORDER-BUS,     366.0,     392.0,TF_NTHFLD_1X,   270,-33.9,-69.8,     17.81,6,   0.02672,  -0.02672,  -0.02672,
110808 TRAPELO RD A  115  110809 WALTHAM B     115  1  ,110808,TRAPELO RD A,110809,WALTHAM B,1 ,115 ,101,MA_BOSTON_P,     286.0,     329.0,BF_WMDWY_107,   655,5.9,58.6,     17.81,10,   0.02955,  -0.02955,   0.02955,
107510 IBM 87N_TAP   115  107512 IBM 86N       115  1  ,107510,IBM 87N_TAP,107512,IBM 86N,1 ,115 ,101,VT_IBM_D,     131.0,     147.0,NF_K21-1,  2864,20.1,26.2,     17.81,8,   0.00098,  -0.00098,   0.00098,
116254 ATWATER       115  116368 GRANVILLE_J   115  1  ,116254,ATWATER,116368,GRANVILLE_J,1 ,115 ,101,MA_SPRGFLD_P,     174.0,     223.0,BF_LUDLOW_5T,   517,-23.8,-39.7,     17.81,7,  -0.00326,   0.00326,   0.00326,
120135 1704_SWHFD_X  115  120137 SW-HARTFORD   115  1  ,120135,1704_SWHFD_X,120137,SW-HARTFORD,1 ,115 ,101,CT_HARTFRD_P,     398.0,     438.0,BF_NBLMF_12T,  4267,56.8,78.0,     17.81,9,   0.00071,  -0.00071,   0.00071,
111259 PINE ST 130   115  111260 ACUSHNET TAP  115  1  ,111259,PINE ST 130,111260,ACUSHNET TAP,1 ,115 ,101,MA_NEWBDFD_P,     120.0,     160.0,Base Case ,     0,-21.4,    -    ,     17.81,0,  -0.00000,   0.00000,   0.00000,
114741 BEAVER POND   115  115025 NG_C129N_NST  115  1  ,114741,BEAVER POND,115025,NG_C129N_NST,1 ,115 ,101,MA_NG_SEMA_T/BORDER-BUS,     379.0,     379.0,LN_274-509,  1528,-28.1,-67.5,     17.80,9,   0.01209,  -0.01209,  -0.01209,
123314 CONGRESS B    115  123613 CONGRESS D    115  1  ,123314,CONGRESS B,123613,CONGRESS D,1 ,115 ,101,CT_UI-SWCT_P,     474.0,     549.0,DC_88_89005L_NPCC_NERC,  5139,-17.8,-97.7,     17.80,4,  -0.00012,   0.00012,   0.00012,
120299 N-BLMFLD42_X  115  120307 NE-SIMSBURY   115  1  ,120299,N-BLMFLD42_X,120307,NE-SIMSBURY,1 ,115 ,101,CT_HARTFRD_P/CT_NORTHWT_P,     401.0,     525.0,BF_SCOVRK_8T,   592,75.0,93.4,     17.79,8,  -0.00188,   0.00188,  -0.00188,
103728 ES_N133S_CMP  115  103730 N133_SOUTH_T  115  1  ,103728,ES_N133S_CMP,103730,N133_SOUTH_T,1 ,115 ,101,BORDER-BUS/NH_SEACOST_P,     216.0,     277.0,Base Case ,     0,-38.4,    -    ,     17.79,0,  -0.00002,   0.00002,   0.00002,
104261 ES_Q195_NGR   115  106058 MOORE         115  1  ,104261,ES_Q195_NGR,106058,MOORE,1 ,115 ,101,BORDER-BUS/NH_NG_GEC_T,     141.0,     160.0,Base Case ,     0,-25.1,    -    ,     17.79,0,  -0.00047,   0.00047,   0.00047,
113004 LITL REST RD  115  113300 W CHARLTON    115  1  ,113004,LITL REST RD,113300,W CHARLTON,1 ,115 ,101,MA_NG_WEST_T/MA_NG_CENT_T,     359.0,     446.0,NF_V174-2,  2973,-55.2,-79.3,     17.79,5,  -0.02917,   0.02917,   0.02917,
113282 FLAGG POND    115  115003 NG_J136N_FGE  115  1  ,113282,FLAGG POND,115003,NG_J136N_FGE,1 ,115 ,101,MA_NG_CENT_T/BORDER-BUS,     157.0,     157.0,LN_I135N,  1753,17.4,27.9,     17.79,10,  -0.00150,   0.00150,  -0.00150,
114789 READ ST T1   69.0  114791 WEST ST 1    69.0  1  ,114789,READ ST T1,114791,WEST ST 1,1 ,69 ,101,MA_NG_SEMA_T,      47.0,      55.0,BF_BYPT_C181,  3463,7.9,9.8,     17.78,8,  -0.00006,   0.00006,  -0.00006,
111133 CARVER        345  115036 NGR_331_NST   345  1  ,111133,CARVER,115036,NGR_331_NST,1 ,345 ,101,MA_PLYMOTH_P/BORDER-BUS,    1209.0,    1286.0,DC_3161-502E_NPCC_NERC,   673,-60.6,-228.7,     17.78,3,   0.01486,  -0.01486,  -0.01486,
113054 MEADOW ST    69.0  113337 LEICESTER_E5 69.0  1  ,113054,MEADOW ST,113337,LEICESTER_E5,1 ,69 ,101,MA_NG_WEST_T/MA_NG_CENT_T,      98.0,      98.0,HVDC_PHASE_2,   716,11.7,17.4,     17.78,6,  -0.00295,   0.00295,  -0.00295,
113346 PRATTS JCT   69.0  113353 PROSPECT_U21 69.0  1  ,113346,PRATTS JCT,113353,PROSPECT_U21,1 ,69 ,101,MA_NG_CENT_T,     140.0,     154.0,Base Case ,     0,24.9,    -    ,     17.78,0,   0.00903,  -0.00903,   0.00903,
104814 BEDFORD       115  104825 N-MERRIMACK   115  1  ,104814,BEDFORD,104825,N-MERRIMACK,1 ,115 ,101,NH_SOUTHRN_P,     293.0,     318.0,Base Case ,     0,-52.1,    -    ,     17.78,0,  -0.00485,   0.00485,   0.00485,
113286 MILLBURY      115  114875 PURCHASE30_T  115  1  ,113286,MILLBURY,114875,PURCHASE30_T,1 ,115 ,101,MA_NG_CENT_T,     218.0,     218.0,LN_274-509,  1528,-15.1,-38.8,     17.78,4,  -0.02164,   0.02164,   0.02164,
121110 ES_1483_UI    115  123800 POOTATUCK     115  1  ,121110,ES_1483_UI,123800,POOTATUCK,1 ,115 ,101,BORDER-BUS/CT_UI-SWCT_P,     428.0,     528.0,GN_TOWANTIC,  5496,12.0,93.9,     17.78,1,   0.00018,  -0.00018,   0.00018,
100113 WYMAN HYDRO   115  100187 SECT 63AC TP  115  1  ,100113,WYMAN HYDRO,100187,SECT 63AC TP,1 ,115 ,101,ME_CMP_P,     185.0,     185.0,BF_KIMBL_B12,  3982,-20.0,-32.9,     17.78,10,  -0.00000,   0.00000,   0.00000,
113109 WEST HAMPDEN  115  115047 ES_1205_NGR   115  1  ,113109,WEST HAMPDEN,115047,ES_1205_NGR,1 ,115 ,101,MA_NG_WEST_T/BORDER-BUS,     419.0,     482.0,BF_CHL_23-1T,  3511,-57.4,-85.7,     17.77,4,  -0.01722,   0.01722,   0.01722,
120065 S-WINDSOR     115  120074 MANCHESTER    115  1  ,120065,S-WINDSOR,120074,MANCHESTER,1 ,115 ,101,CT_MANCHST_P,     173.0,     202.0,BF_BARBHL_2T,   419,2.0,-35.9,     17.77,3,  -0.00233,   0.00233,   0.00233,
114737 S WRENTHM_81  115  114757 S WRENTHM_29  115  1  ,114737,S WRENTHM_81,114757,S WRENTHM_29,1 ,115 ,101,MA_NG_SEMA_T,     283.0,     332.0,LN_65-507,  1616,30.2,59.0,     17.77,4,   0.00573,  -0.00573,   0.00573,
114737 S WRENTHM_81  115  114757 S WRENTHM_29  115  1  ,114737,S WRENTHM_81,114757,S WRENTHM_29,1 ,115 ,101,MA_NG_SEMA_T,     283.0,     332.0,BF_MEDWAY_3,  4142,30.2,59.0,     17.77,3,   0.00573,  -0.00573,   0.00573,
107730 WEST RUTLND   115  107760 FLORENCE      115  1  ,107730,WEST RUTLND,107760,FLORENCE,1 ,115 ,101,VT_VELCO_P,     201.0,     235.0,LN_K63,  1810,31.8,41.8,     17.77,8,  -0.00128,   0.00128,  -0.00128,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,BF_SALM_555T,  4560,-25.5,-79.3,     17.77,10,   0.00868,  -0.00868,  -0.00868,
114790 READ ST T2   69.0  114813 READ ST T2   99.0  1  ,114790,READ ST T2,114813,READ ST T2,1 ,69/99 ,101,MA_NG_SEMA_T,      81.0,      93.0,LN_C181S,  1699,-13.1,-16.5,     17.77,3,   0.00010,  -0.00010,  -0.00010,
120135 1704_SWHFD_X  115  120137 SW-HARTFORD   115  1  ,120135,1704_SWHFD_X,120137,SW-HARTFORD,1 ,115 ,101,CT_HARTFRD_P,     398.0,     438.0,BF_NWHART_33,  4342,56.8,77.8,     17.77,10,   0.00018,  -0.00018,   0.00018,
113338 MILLBURY     69.0  113344 PONDVILLE_E5 69.0  1  ,113338,MILLBURY,113344,PONDVILLE_E5,1 ,69 ,101,MA_NG_CENT_T,      97.0,      97.0,BF_WARE_0512,  5360,5.9,17.2,     17.76,5,   0.01058,  -0.01058,   0.01058,
119514 KILLINGLY     115  119038 KILLINGLY     345  1  ,119514,KILLINGLY,119038,KILLINGLY,1 ,115/345 ,101,CT_EASTERN_P,     738.0,     786.0,DC_G185S_L190_NPCC_NERC_,  5148,-113.1,-139.6,     17.76,5,  -0.00654,   0.00654,   0.00654,
113966 BILERCA K137  115  113968 BILERCA 37_T  115  1  ,113966,BILERCA K137,113968,BILERCA 37_T,1 ,115 ,101,MA_MRMKVLY_T,     289.0,     289.0,DC_337_I161_NPCC,   689,-46.2,-51.3,     17.75,10,  -0.01461,   0.01461,   0.01461,
121421 FLAX HILL_T   115  121457 GLENBROOK     115  1  ,121421,FLAX HILL_T,121457,GLENBROOK,1 ,115 ,101,CT_NOR-STN_P,     293.0,     340.0,Base Case ,     0,52.0,    -    ,     17.75,0,  -0.00000,   0.00000,  -0.00000,
121382 SHERWOOD      115  121388 S-NORWALK     115  1  ,121382,SHERWOOD,121388,S-NORWALK,1 ,115 ,101,CT_NOR-STN_P,     293.0,     378.0,Base Case ,     0,52.0,    -    ,     17.75,0,   0.00009,  -0.00009,   0.00009,
113338 MILLBURY     69.0  113344 PONDVILLE_E5 69.0  1  ,113338,MILLBURY,113344,PONDVILLE_E5,1 ,69 ,101,MA_NG_CENT_T,      97.0,      97.0,BF_WARE_0612,  5361,5.9,17.2,     17.75,6,   0.01058,  -0.01058,   0.01058,
100125 SUROWIEC      115  100230 LARRABEE RD   115  1  ,100125,SUROWIEC,100230,LARRABEE RD,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,Base Case ,     0,-40.1,    -    ,     17.75,0,   0.00002,  -0.00002,  -0.00002,
121114 UI_1241_ES    115  121118 ES_1241_UI    115  1  ,121114,UI_1241_ES,121118,ES_1241_UI,1 ,115 ,101,BORDER-BUS,     217.0,     278.0,BO_1232,  2394,20.7,49.3,     17.74,6,  -0.00014,   0.00014,  -0.00014,
100110 HIGHLAND      115  100166 SECT 266B TP  115  1  ,100110,HIGHLAND,100166,SECT 266B TP,1 ,115 ,101,ME_CMP_P,     286.0,     302.0,BF_BUCK_BS12,  3443,-39.3,53.6,     17.74,6,   0.00000,  -0.00000,   0.00000,
117007 PAWTUCKT P11  115  117013 P11_TAP       115  1  ,117007,PAWTUCKT P11,117013,P11_TAP,1 ,115 ,101,RI_EUA_BVE_T,     160.0,     172.0,BF_FRSQ_3-2T,  3796,-19.0,-30.5,     17.74,10,   0.00367,  -0.00367,  -0.00367,
114734 BRAYTN POINT  345  114907 BP XFMR 115   115  3  ,114734,BRAYTN POINT,114907,BP XFMR 115,3 ,345/115 ,101,MA_NG_SEMA_T,     427.0,     504.0,Base Case ,     0,75.7,    -    ,     17.74,0,   0.00069,  -0.00069,   0.00069,
114734 BRAYTN POINT  345  114907 BP XFMR 115   115  2  ,114734,BRAYTN POINT,114907,BP XFMR 115,2 ,345/115 ,101,MA_NG_SEMA_T,     427.0,     516.0,Base Case ,     0,75.7,    -    ,     17.74,0,   0.00069,  -0.00069,   0.00069,
114788 NORTHBORO RD 69.0  114806 NBORO RD T2  99.0  1  ,114788,NORTHBORO RD,114806,NBORO RD T2,1 ,69/99 ,101,MA_NG_SEMA_T,      73.0,      79.0,BS_NBORORD_1,  3137,-8.1,-14.0,     17.74,9,  -0.01049,   0.01049,   0.01049,
114788 NORTHBORO RD 69.0  114806 NBORO RD T2  99.0  1  ,114788,NORTHBORO RD,114806,NBORO RD T2,1 ,69/99 ,101,MA_NG_SEMA_T,      73.0,      79.0,TF_NBORO_1_3,  2086,-8.1,-14.0,     17.74,10,  -0.01049,   0.01049,   0.01049,
119142 SCOVILLE RCK  345  119168 HADDAM NECK   345  1  ,119142,SCOVILLE RCK,119168,HADDAM NECK,1 ,345 ,101,CT_MIDDTWN_P,    1463.0,    1697.0,BF_SNGTN_04T,   611,4.0,301.0,     17.73,4,  -0.01118,   0.01118,  -0.01118,
119259 LONG MTN      345  119285 PLUMTREE      345  1  ,119259,LONG MTN,119285,PLUMTREE,1 ,345 ,101,CT_SOUTHWT_P,    1463.0,    1884.0,TF_MILSTN_3X,   246,97.9,334.1,     17.73,3,  -0.00451,   0.00451,  -0.00451,
121114 UI_1241_ES    115  121118 ES_1241_UI    115  1  ,121114,UI_1241_ES,121118,ES_1241_UI,1 ,115 ,101,BORDER-BUS,     217.0,     278.0,LN_1043_1232,  1152,20.7,49.3,     17.73,7,  -0.00014,   0.00014,  -0.00014,
116152 AGAWAM        115  116081 AGAWAM        345  2  ,116152,AGAWAM,116081,AGAWAM,2 ,115/345 ,101,MA_SPRGFLD_P,     681.0,     748.0,GN_BERK,   871,-50.2,-132.6,     17.73,1,  -0.06870,   0.06870,   0.06870,
121388 S-NORWALK     115  121391 ELY AVENUE    115  1  ,121388,S-NORWALK,121391,ELY AVENUE,1 ,115 ,101,CT_NOR-STN_P,     293.0,     378.0,DC_1130_1430_NPCC_NERC,  5025,29.2,-67.0,     17.73,8,   0.00000,  -0.00000,  -0.00000,
121388 S-NORWALK     115  121391 ELY AVENUE    115  1  ,121388,S-NORWALK,121391,ELY AVENUE,1 ,115 ,101,CT_NOR-STN_P,     293.0,     378.0,BF_ASHCRK_3B,  3265,29.2,-67.0,     17.73,10,   0.00000,  -0.00000,  -0.00000,
121388 S-NORWALK     115  121391 ELY AVENUE    115  1  ,121388,S-NORWALK,121391,ELY AVENUE,1 ,115 ,101,CT_NOR-STN_P,     293.0,     378.0,BS_ASHCR_T_A,  3007,29.2,-67.0,     17.73,9,   0.00000,  -0.00000,  -0.00000,
100608 CMP_254_EM    115  103027 ORRINGTON     115  1  ,100608,CMP_254_EM,103027,ORRINGTON,1 ,115 ,101,BORDER-BUS/ME_MEPCO_P,     465.0,     465.0,LN_3023,    48,-61.7,-82.4,     17.73,9,   0.00000,  -0.00000,  -0.00000,
103710 ELIOT         345  103712 ES_3022_CMP   345  1  ,103710,ELIOT,103712,ES_3022_CMP,1 ,345 ,101,NH_SEACOST_P/BORDER-BUS,    2022.0,    2350.0,BF_NWGTN_372,   564,-324.5,-416.5,     17.72,6,   0.00037,  -0.00037,  -0.00037,
