EQUINOR  N-1 DC Monitored Facility Loadings[TARA Ver 2302.2.0.0 64-bit - Thu Jul 17 13:46:52 2025]

 Loadflow Case: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_EPE_pp10DEL_C0_v2 (3).raw
 Study Data File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Sub.sub
 Contingency File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_CTGs.con (total 5674 contingencies)
 Monitor File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Mon.mon (0.0% loading cutoff)
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 Monitored Facility                                   ,Fr Bus,Fr Name,To Bus,To Name,CKT,kVs,Areas,Zones Name,Rate Base (MVA),Rate Cont (MVA), Cont Name                                                      ,Cont ID,Base Flow (MW),Cont Flow (MW),Final DC %Loading,Severity Rank,Dfax FromTo Bus 113987,Dfax ToFrom Bus 113987,Dfax Harmer Positive (based on flow direction) Bus 113987,
111269 IND PRK 112T  115  111319 INDUST_PK112  115  1  ,111269,IND PRK 112T,111319,INDUST_PK112,1 ,115 ,101,MA_NEWBDFD_P,     226.0,     243.0,NF_114-8,  2576,-25.6,-43.9,     18.06,10,   0.00356,  -0.00356,  -0.00356,
120139 1346_SWHFD_X  115  120272 NEWINGTON     115  1  ,120139,1346_SWHFD_X,120272,NEWINGTON,1 ,115 ,101,CT_HARTFRD_P,     251.0,     450.0,BF_NBLMF_20T,  4269,48.6,81.3,     18.06,7,  -0.00180,   0.00180,  -0.00180,
110866 MEDWAY        115  115025 NG_C129N_NST  115  1  ,110866,MEDWAY,115025,NG_C129N_NST,1 ,115 ,101,MA_SOUTHRN_P/BORDER-BUS,     325.0,     399.0,LN_3520,   123,28.1,72.0,     18.06,7,  -0.00684,   0.00684,  -0.00684,
110866 MEDWAY        115  115025 NG_C129N_NST  115  1  ,110866,MEDWAY,115025,NG_C129N_NST,1 ,115 ,101,MA_SOUTHRN_P/BORDER-BUS,     325.0,     399.0,BF_BELL_3-20,   423,28.1,72.0,     18.06,8,  -0.00684,   0.00684,  -0.00684,
114408 E BEVRLY 192  115  114413 NORTH RVR_54  115  1  ,114408,E BEVRLY 192,114413,NORTH RVR_54,1 ,115 ,101,MA_NG_NRSH_T,     143.0,     165.0,NF_B154S-1,  2798,-38.9,-29.8,     18.05,6,   0.00079,  -0.00079,  -0.00079,
121091 STEVENSON     115  121100 DERBY 1560_J  115  1  ,121091,STEVENSON,121100,DERBY 1560_J,1 ,115 ,101,CT_SOUTHWT_P/BORDER-BUS,     252.0,     289.0,Base Case ,     0,45.5,    -    ,     18.05,0,  -0.00026,   0.00026,  -0.00026,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,GN_FPRNT_G6,   939,-25.5,-80.5,     18.05,3,   0.00699,  -0.00699,  -0.00699,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,GN_FPRNT_G5,   938,-25.5,-80.5,     18.05,4,   0.00699,  -0.00699,  -0.00699,
117006 STAPLES       115  117039 HIGHLAND PRK  115  1  ,117006,STAPLES,117039,HIGHLAND PRK,1 ,115 ,101,RI_EUA_BVE_T,     143.0,     156.0,Base Case ,     0,-25.8,    -    ,     18.05,0,   0.00198,  -0.00198,  -0.00198,
113987 TEWKSBURY     115  114081 PWRCORD_137   115  1  ,113987,TEWKSBURY,114081,PWRCORD_137,1 ,115 ,101,MA_MRMKVLY_T,     429.0,     446.0,BF_TWKS_7-39,   625,-41.0,-80.5,     18.04,5,   0.14653,  -0.14653,  -0.14653,
111133 CARVER        345  115036 NGR_331_NST   345  1  ,111133,CARVER,115036,NGR_331_NST,1 ,345 ,101,MA_PLYMOTH_P/BORDER-BUS,    1209.0,    1286.0,DC_3161-502W_NPCC_NERC,   674,-60.6,-232.0,     18.04,1,   0.01492,  -0.01492,  -0.01492,
115011 NGR_342_NST   345  115447 AUBURN ST     345  1  ,115011,NGR_342_NST,115447,AUBURN ST,1 ,345 ,101,BORDER-BUS/MA_NG_BROC_T,    1888.0,    2108.0,BF_WWALP_108,   670,148.7,380.3,     18.04,3,  -0.03199,   0.03199,  -0.03199,
111133 CARVER        345  111139 CARVER        115  2  ,111133,CARVER,111139,CARVER,2 ,345/115 ,101,MA_PLYMOTH_P,     477.0,     548.0,BF_CARVR_162,   455,67.7,98.8,     18.04,2,   0.00109,  -0.00109,   0.00109,
100136 CROWLEYS      115  100230 LARRABEE RD   115  1  ,100136,CROWLEYS,100230,LARRABEE RD,1 ,115 ,101,ME_CMP_P,     225.0,     225.0,Base Case ,     0,-40.6,    -    ,     18.03,0,   0.00002,  -0.00002,  -0.00002,
111133 CARVER        345  115036 NGR_331_NST   345  1  ,111133,CARVER,115036,NGR_331_NST,1 ,345 ,101,MA_PLYMOTH_P/BORDER-BUS,    1209.0,    1286.0,LN_3161,    68,-60.6,-231.9,     18.03,2,   0.01445,  -0.01445,  -0.01445,
104957 MONADNOCK     115  104968 MONADNCK_TAP  115  1  ,104957,MONADNOCK,104968,MONADNCK_TAP,1 ,115 ,101,NH_WESTERN_P/BORDER-BUS,     179.0,     250.0,DC_381_N186_NPCC,   709,-16.6,-45.1,     18.03,6,   0.00371,  -0.00371,  -0.00371,
115011 NGR_342_NST   345  115447 AUBURN ST     345  1  ,115011,NGR_342_NST,115447,AUBURN ST,1 ,345 ,101,BORDER-BUS/MA_NG_BROC_T,    1888.0,    2108.0,DC_3161-502E_NPCC_NERC,   673,148.7,380.1,     18.03,4,  -0.03254,   0.03254,  -0.03254,
120461 SOUTHINGTN-2  115  120470 SOTHNGTN50_X  115  2  ,120461,SOUTHINGTN-2,120470,SOTHNGTN50_X,2 ,115 ,101,CT_HARTFRD_P,     434.0,     434.0,GN_TOWANTIC,  5496,22.2,78.2,     18.03,1,   0.00029,  -0.00029,   0.00029,
100247 ALBION ROAD   115  100253 COOPERS MILL  115  2  ,100247,ALBION ROAD,100253,COOPERS MILL,2 ,115 ,101,ME_CMP_P,     233.0,     233.0,LN_388,   163,26.3,42.0,     18.03,3,  -0.00000,   0.00000,  -0.00000,
121400 NORWALK HRBR  115  121421 FLAX HILL_T   115  1  ,121400,NORWALK HRBR,121421,FLAX HILL_T,1 ,115 ,101,CT_NOR-STN_P,     237.0,     303.0,BF_MILST_14T,   532,2.4,54.6,     18.02,7,   0.00011,  -0.00011,   0.00011,
110815 N. CAMBRIDGE  115  110989 BLAIR POND    115  1  ,110815,N. CAMBRIDGE,110989,BLAIR POND,1 ,115 ,101,MA_BOSTON_P,     187.0,     231.0,Base Case ,     0,33.7,    -    ,     18.02,0,   0.01807,  -0.01807,   0.01807,
104946 VERNONROAD_T  115  107911 NGR_N186_VEL  115  1  ,104946,VERNONROAD_T,107911,NGR_N186_VEL,1 ,115 ,101,BORDER-BUS,     164.0,     164.0,TF_NEWFANE_1,   261,21.5,29.6,     18.02,4,   0.00136,  -0.00136,   0.00136,
120875 TRUMBULL_J    115  123617 SEATAP-1710   115  1  ,120875,TRUMBULL_J,123617,SEATAP-1710,1 ,115 ,101,BORDER-BUS/CT_UI-SWCT_P,     222.0,     285.0,BF_DEVON_24T,  3576,-10.0,51.4,     18.02,9,  -0.00015,   0.00015,  -0.00015,
103018 REBEL HILL    115  103091 BULL HILL     115  1  ,103018,REBEL HILL,103091,BULL HILL,1 ,115 ,101,ME_BANGOR_P/ME_WASHCTY_N,     233.0,     233.0,NF_57BHE-1,  2766,11.6,42.0,     18.02,1,   0.00000,  -0.00000,   0.00000,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,BF_SALM_6T2B,  4563,-25.5,-80.4,     18.02,6,   0.00699,  -0.00699,  -0.00699,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,BF_SALM_6T,  4562,-25.5,-80.4,     18.02,7,   0.00699,  -0.00699,  -0.00699,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,TF_FPNT6_GSU,  2021,-25.5,-80.4,     18.02,5,   0.00699,  -0.00699,  -0.00699,
113989 TWKSBRY 51_J  115  113992 W ANDOVER_51  115  1  ,113989,TWKSBRY 51_J,113992,W ANDOVER_51,1 ,115 ,101,MA_MRMKVLY_T,     283.0,     286.0,LN_G133W,  1740,45.8,51.5,     18.02,6,   0.01666,  -0.01666,   0.01666,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,BF_SALM_5T,  4561,-25.5,-80.4,     18.02,8,   0.00699,  -0.00699,  -0.00699,
113996 MIDDLTON_154  115  114004 WOODCHUCK HL  115  1  ,113996,MIDDLTON_154,114004,WOODCHUCK HL,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     446.0,TF_FPNT5_GSU,  2020,-25.5,-80.4,     18.02,9,   0.00699,  -0.00699,  -0.00699,
115452 AUBURN ST     115  115499 HARRISON BLV  115  1  ,115452,AUBURN ST,115499,HARRISON BLV,1 ,115 ,101,MA_NG_BROC_T,     235.0,     290.0,NF_U2-1,  2964,29.3,52.2,     18.02,9,   0.00000,  -0.00000,   0.00000,
115452 AUBURN ST     115  115499 HARRISON BLV  115  1  ,115452,AUBURN ST,115499,HARRISON BLV,1 ,115 ,101,MA_NG_BROC_T,     235.0,     290.0,BO_U2-1,  2547,29.3,52.2,     18.02,8,   0.00000,  -0.00000,   0.00000,
115452 AUBURN ST     115  115499 HARRISON BLV  115  1  ,115452,AUBURN ST,115499,HARRISON BLV,1 ,115 ,101,MA_NG_BROC_T,     235.0,     290.0,BF_BELMONT_1,  3319,29.3,52.2,     18.02,10,   0.00000,  -0.00000,   0.00000,
115715 BENT RD_L14   115  115724 BATES ST B    115  1  ,115715,BENT RD_L14,115724,BATES ST B,1 ,115 ,101,MA_NG_FALR_T,     195.0,     210.0,Base Case ,     0,35.1,    -    ,     18.01,0,   0.00000,  -0.00000,   0.00000,
120425 LAKE AVE_J    115  120434 BRISTOL CT    115  1  ,120425,LAKE AVE_J,120434,BRISTOL CT,1 ,115 ,101,CT_NORTHWT_P,     174.0,     223.0,BF_CAMPVL_4T,  3473,31.3,40.2,     18.01,6,  -0.00003,   0.00003,  -0.00003,
103020 DEBLOIS       115  103091 BULL HILL     115  1  ,103020,DEBLOIS,103091,BULL HILL,1 ,115 ,101,ME_WASHCTY_N,     233.0,     233.0,NF_57BHE-1,  2766,-11.6,-42.0,     18.01,1,  -0.00000,   0.00000,   0.00000,
111202 BARNSTABLE    115  111246 OAK ST 122    115  1  ,111202,BARNSTABLE,111246,OAK ST 122,1 ,115 ,101,MA_CAPECOD_P,     403.0,     410.0,BF_BOURNE_11,  3373,-45.8,-73.8,     18.01,4,  -0.00002,   0.00002,   0.00002,
100161 NEWCASTLE     115  100190 MASON 2       115  1  ,100161,NEWCASTLE,100190,MASON 2,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,BF_BUCK_1-1A,  3438,-3.8,-40.7,     18.01,4,  -0.00000,   0.00000,   0.00000,
100161 NEWCASTLE     115  100190 MASON 2       115  1  ,100161,NEWCASTLE,100190,MASON 2,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,BF_BUCK_861,  3442,-3.8,-40.7,     18.01,5,  -0.00000,   0.00000,   0.00000,
100161 NEWCASTLE     115  100190 MASON 2       115  1  ,100161,NEWCASTLE,100190,MASON 2,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,BS_BUCKSPT_1,  3043,-3.8,-40.7,     18.01,6,  -0.00000,   0.00000,   0.00000,
100161 NEWCASTLE     115  100190 MASON 2       115  1  ,100161,NEWCASTLE,100190,MASON 2,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,BF_BUCK_651,  3441,-3.8,-40.7,     18.01,3,  -0.00000,   0.00000,   0.00000,
100247 ALBION ROAD   115  100253 COOPERS MILL  115  2  ,100247,ALBION ROAD,100253,COOPERS MILL,2 ,115 ,101,ME_CMP_P,     233.0,     233.0,BF_ORR_90-88,   572,26.3,41.9,     18.00,4,  -0.00000,   0.00000,  -0.00000,
113109 WEST HAMPDEN  115  113049 WEST HAMPDEN 69.0  1  ,113109,WEST HAMPDEN,113049,WEST HAMPDEN,1 ,115/69 ,101,MA_NG_WEST_T,      82.0,      89.0,Base Case ,     0,14.8,    -    ,     18.00,0,   0.00536,  -0.00536,   0.00536,
114789 READ ST T1   69.0  114791 WEST ST 1    69.0  1  ,114789,READ ST T1,114791,WEST ST 1,1 ,69 ,101,MA_NG_SEMA_T,      47.0,      55.0,LN_C181S,  1699,7.9,9.9,     18.00,6,  -0.00006,   0.00006,  -0.00006,
114753 N ATTLB 81_T  115  114876 NGR_C181_NAT  115  1  ,114753,N ATTLB 81_T,114876,NGR_C181_NAT,1 ,115 ,101,MA_NG_SEMA_T/BORDER-BUS,     143.0,     165.0,Base Case ,     0,25.7,    -    ,     18.00,0,   0.00000,  -0.00000,   0.00000,
114790 READ ST T2   69.0  114813 READ ST T2   99.0  1  ,114790,READ ST T2,114813,READ ST T2,1 ,69/99 ,101,MA_NG_SEMA_T,      81.0,      93.0,BF_BERY_181T,  3345,-13.1,-16.7,     17.99,2,   0.00013,  -0.00013,  -0.00013,
111136 KINGSTON      115  111144 BROOK STREET  115  1  ,111136,KINGSTON,111144,BROOK STREET,1 ,115 ,101,MA_PLYMOTH_P,     135.0,     139.0,BF_CARVR_552,  3488,-11.5,25.0,     17.98,5,  -0.00042,   0.00042,  -0.00042,
100247 ALBION ROAD   115  100253 COOPERS MILL  115  1  ,100247,ALBION ROAD,100253,COOPERS MILL,1 ,115 ,101,ME_CMP_P,     233.0,     233.0,LN_388,   163,26.3,41.9,     17.98,3,  -0.00000,   0.00000,  -0.00000,
110866 MEDWAY        115  115024 NST_C129N_NG  115  1  ,110866,MEDWAY,115024,NST_C129N_NG,1 ,115 ,101,MA_SOUTHRN_P/BORDER-BUS,     325.0,     399.0,BF_MILB_0-42,  4173,-30.6,-71.7,     17.98,5,   0.03275,  -0.03275,  -0.03275,
100092 ALBION ROAD   345  999993 ALBIONRD T1   115  1  ,100092,ALBION ROAD,999993,ALBIONRD T1,1 ,345/115 ,101,ME_CMP_P,     511.0,     560.0,GN_SOMR_2,  1088,68.4,100.7,     17.98,5,  -0.00000,   0.00000,  -0.00000,
114788 NORTHBORO RD 69.0  114806 NBORO RD T2  99.0  1  ,114788,NORTHBORO RD,114806,NBORO RD T2,1 ,69/99 ,101,MA_NG_SEMA_T,      73.0,      79.0,LN_X-24W,  5231,-8.1,-14.2,     17.98,8,  -0.00653,   0.00653,   0.00653,
107780 NEW HAVEN     115  107030 NEW HAVEN     345  2  ,107780,NEW HAVEN,107030,NEW HAVEN,2 ,115/345 ,101,VT_VELCO_P,     398.0,     398.0,TF_NEWHVN_T1,   264,-40.2,-71.5,     17.98,1,   0.01456,  -0.01456,  -0.01456,
107780 NEW HAVEN     115  107030 NEW HAVEN     345  1  ,107780,NEW HAVEN,107030,NEW HAVEN,1 ,115/345 ,101,VT_VELCO_P,     398.0,     398.0,TF_NEWHVN_T2,   265,-40.2,-71.5,     17.98,1,   0.01456,  -0.01456,  -0.01456,
113286 MILLBURY      115  114875 PURCHASE30_T  115  1  ,113286,MILLBURY,114875,PURCHASE30_T,1 ,115 ,101,MA_NG_CENT_T,     218.0,     218.0,DC_O141W_142_NPCC,  5165,-15.1,-39.2,     17.97,3,  -0.03262,   0.03262,   0.03262,
121406 NORWALK HRBR  138  121400 NORWALK HRBR  115  1  ,121406,NORWALK HRBR,121400,NORWALK HRBR,1 ,138/115 ,101,CT_NOR-STN_P,     601.0,     675.0,GN_MIL2,    26,-0.0,121.3,     17.97,8,   0.00000,  -0.00000,   0.00000,
104737 PULPIT ROCK   115  104748 SCOBIE POND   115  1  ,104737,PULPIT ROCK,104748,SCOBIE POND,1 ,115 ,101,NH_SEACOST_P/NH_SOUTHRN_P,     345.0,     451.0,NF_R193_SCOB,  2934,-58.3,-81.1,     17.97,6,  -0.00018,   0.00018,   0.00018,
104737 PULPIT ROCK   115  104748 SCOBIE POND   115  1  ,104737,PULPIT ROCK,104748,SCOBIE POND,1 ,115 ,101,NH_SEACOST_P/NH_SOUTHRN_P,     345.0,     451.0,NF_R193-2,  2935,-58.3,-81.1,     17.97,7,  -0.00018,   0.00018,   0.00018,
120065 S-WINDSOR     115  120074 MANCHESTER    115  1  ,120065,S-WINDSOR,120074,MANCHESTER,1 ,115 ,101,CT_MANCHST_P,     173.0,     202.0,BF_BARBHL_3T,   420,2.0,-36.3,     17.97,2,  -0.00232,   0.00232,   0.00232,
121457 GLENBROOK     115  121466 SOUTH END     115  2  ,121457,GLENBROOK,121466,SOUTH END,2 ,115 ,101,CT_NOR-STN_P,     293.0,     378.0,Base Case ,     0,52.7,    -    ,     17.97,0,  -0.00000,   0.00000,  -0.00000,
116152 AGAWAM        115  116081 AGAWAM        345  1  ,116152,AGAWAM,116081,AGAWAM,1 ,115/345 ,101,MA_SPRGFLD_P,     687.0,     737.0,GN_BERK,   871,-50.1,-132.4,     17.97,1,  -0.06861,   0.06861,   0.06861,
100247 ALBION ROAD   115  999993 ALBIONRD T1   115  1  ,100247,ALBION ROAD,999993,ALBIONRD T1,1 ,115 ,101,ME_CMP_P,     511.0,     560.0,GN_SOMR_2,  1088,-68.3,-100.6,     17.97,5,   0.00000,  -0.00000,  -0.00000,
117007 PAWTUCKT P11  115  117013 P11_TAP       115  1  ,117007,PAWTUCKT P11,117013,P11_TAP,1 ,115 ,101,RI_EUA_BVE_T,     160.0,     172.0,NF_E183W-1,  2819,-19.0,-30.9,     17.97,9,   0.00367,  -0.00367,  -0.00367,
120425 LAKE AVE_J    115  120434 BRISTOL CT    115  1  ,120425,LAKE AVE_J,120434,BRISTOL CT,1 ,115 ,101,CT_NORTHWT_P,     174.0,     223.0,Base Case ,     0,31.3,    -    ,     17.96,0,  -0.00019,   0.00019,  -0.00019,
113989 TWKSBRY 51_J  115  113992 W ANDOVER_51  115  1  ,113989,TWKSBRY 51_J,113992,W ANDOVER_51,1 ,115 ,101,MA_MRMKVLY_T,     283.0,     286.0,BF_GLDNRK133,  3850,45.8,51.4,     17.96,7,   0.01666,  -0.01666,   0.01666,
113989 TWKSBRY 51_J  115  113992 W ANDOVER_51  115  1  ,113989,TWKSBRY 51_J,113992,W ANDOVER_51,1 ,115 ,101,MA_MRMKVLY_T,     283.0,     286.0,DC_G133_133W_NPCC,  5147,45.8,51.4,     17.96,8,   0.01666,  -0.01666,   0.01666,
100247 ALBION ROAD   115  100253 COOPERS MILL  115  1  ,100247,ALBION ROAD,100253,COOPERS MILL,1 ,115 ,101,ME_CMP_P,     233.0,     233.0,BF_ORR_90-88,   572,26.3,41.8,     17.96,4,  -0.00000,   0.00000,  -0.00000,
100174 SECT 81A TAP  115  100198 TOPSHAM S81A  115  1  ,100174,SECT 81A TAP,100198,TOPSHAM S81A,1 ,115 ,101,ME_CMP_P,      75.0,      75.0,GN_BRUN,   887,7.2,13.5,     17.95,6,   0.00000,  -0.00000,   0.00000,
107540 MIDDLESEX     115  107550 BERLIN VT     115  1  ,107540,MIDDLESEX,107550,BERLIN VT,1 ,115 ,101,VT_VELCO_P,     188.0,     219.0,GN_SBRK,    37,6.8,39.3,     17.95,1,  -0.01062,   0.01062,  -0.01062,
116120 LUDLOW        115  116137 CADWELL       115  1  ,116120,LUDLOW,116137,CADWELL,1 ,115 ,101,MA_SPRGFLD_P,     401.0,     525.0,BF_SHAWIN_6T,  4620,45.0,94.2,     17.95,5,   0.04021,  -0.04021,   0.04021,
100253 COOPERS MILL  115  100608 CMP_254_EM    115  1  ,100253,COOPERS MILL,100608,CMP_254_EM,1 ,115 ,101,ME_CMP_P/BORDER-BUS,     466.0,     535.0,BF_ORR_388-1,   570,-60.9,-96.0,     17.94,1,   0.00000,  -0.00000,  -0.00000,
113012 PALMER        115  113014 THORNDIKE     115  1  ,113012,PALMER,113014,THORNDIKE,1 ,115 ,101,MA_NG_WEST_T,     283.0,     370.0,BF_PALMER_5T,  4373,-37.8,-66.4,     17.94,4,  -0.01557,   0.01557,   0.01557,
116152 AGAWAM        115  116081 AGAWAM        345  1  ,116152,AGAWAM,116081,AGAWAM,1 ,115/345 ,101,MA_SPRGFLD_P,     687.0,     737.0,LN_1905,  1443,-50.1,-132.2,     17.94,2,  -0.06861,   0.06861,   0.06861,
116152 AGAWAM        115  116081 AGAWAM        345  1  ,116152,AGAWAM,116081,AGAWAM,1 ,115/345 ,101,MA_SPRGFLD_P,     687.0,     737.0,TF_BRKPWR_1X,  1977,-50.1,-132.2,     17.94,3,  -0.06861,   0.06861,   0.06861,
118178 DEXTER        115  118192 JEPSON        115  1  ,118178,DEXTER,118192,JEPSON,1 ,115 ,101,RI_NEWPORT_T,     235.0,     290.0,BF_JEPSN_1T5,  3964,58.5,52.0,     17.94,8,  -0.00000,   0.00000,  -0.00000,
120488 BLACK ROCK-1  115  122297 BLACK RK T1  99.0  1  ,120488,BLACK ROCK-1,122297,BLACK RK T1,1 ,115/99 ,101,CT_HARTFRD_P/CT_HARTFRD_D,      60.0,      69.0,LN_1771,  1401,13.8,12.4,     17.94,6,  -0.00008,   0.00008,  -0.00008,
123313 CONGRESS A    115  123315 PEQUONNOCK    115  1  ,123313,CONGRESS A,123315,PEQUONNOCK,1 ,115 ,101,CT_UI-SWCT_P,     340.0,     439.0,BF_WOODMT_1T,  4956,-7.8,-78.8,     17.94,7,   0.00001,  -0.00001,  -0.00001,
113054 MEADOW ST    69.0  113337 LEICESTER_E5 69.0  1  ,113054,MEADOW ST,113337,LEICESTER_E5,1 ,69 ,101,MA_NG_WEST_T/MA_NG_CENT_T,      98.0,      98.0,NF_E-5E-1,  5279,11.7,17.6,     17.94,5,   0.00637,  -0.00637,   0.00637,
115011 NGR_342_NST   345  115447 AUBURN ST     345  1  ,115011,NGR_342_NST,115447,AUBURN ST,1 ,345 ,101,BORDER-BUS/MA_NG_BROC_T,    1888.0,    2108.0,BF_WWALP_109,   671,148.7,378.1,     17.94,5,  -0.03191,   0.03191,  -0.03191,
115020 NG451-536NST  115  115452 AUBURN ST     115  1  ,115020,NG451-536NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,LN_148-522,  1302,93.6,126.1,     17.94,9,  -0.00385,   0.00385,  -0.00385,
115020 NG451-536NST  115  115452 AUBURN ST     115  1  ,115020,NG451-536NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,BF_DOVR_BE_3,  3601,93.6,126.1,     17.94,7,  -0.00385,   0.00385,  -0.00385,
115020 NG451-536NST  115  115452 AUBURN ST     115  1  ,115020,NG451-536NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,BF_NEEDHM_6,  4299,93.6,126.1,     17.94,8,  -0.00385,   0.00385,  -0.00385,
115020 NG451-536NST  115  115452 AUBURN ST     115  1  ,115020,NG451-536NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,BF_NEEDHM_5,  4298,93.6,126.1,     17.94,10,  -0.00385,   0.00385,  -0.00385,
100089 SOUTH GORHAM  345  100090 BUXTON        345  1  ,100089,SOUTH GORHAM,100090,BUXTON,1 ,345 ,101,ME_CMP_P,    1434.0,    1560.0,Base Case ,     0,257.2,    -    ,     17.94,0,   0.00398,  -0.00398,   0.00398,
123313 CONGRESS A    115  123315 PEQUONNOCK    115  1  ,123313,CONGRESS A,123315,PEQUONNOCK,1 ,115 ,101,CT_UI-SWCT_P,     340.0,     439.0,LN_88005A,  1654,-7.8,-78.7,     17.93,10,   0.00001,  -0.00001,  -0.00001,
123313 CONGRESS A    115  123315 PEQUONNOCK    115  1  ,123313,CONGRESS A,123315,PEQUONNOCK,1 ,115 ,101,CT_UI-SWCT_P,     340.0,     439.0,BS_MILVN_T_A,  3125,-7.8,-78.7,     17.93,9,   0.00001,  -0.00001,  -0.00001,
123313 CONGRESS A    115  123315 PEQUONNOCK    115  1  ,123313,CONGRESS A,123315,PEQUONNOCK,1 ,115 ,101,CT_UI-SWCT_P,     340.0,     439.0,BF_DEVN_T_4T,  3569,-7.8,-78.7,     17.93,8,   0.00001,  -0.00001,  -0.00001,
114738 S WRENTHM_82  115  114757 S WRENTHM_29  115  1  ,114738,S WRENTHM_82,114757,S WRENTHM_29,1 ,115 ,101,MA_NG_SEMA_T,     438.0,     468.0,BF_BERY_181T,  3345,30.2,83.9,     17.93,1,   0.01105,  -0.01105,   0.01105,
114403 S DANVERS_54  115  114421 WATERS RV_54  115  1  ,114403,S DANVERS_54,114421,WATERS RV_54,1 ,115 ,101,MA_NG_NRSH_T,     446.0,     446.0,NF_B154N-2,  2796,-26.8,-79.9,     17.92,4,   0.00000,  -0.00000,  -0.00000,
119142 SCOVILLE RCK  345  119168 HADDAM NECK   345  1  ,119142,SCOVILLE RCK,119168,HADDAM NECK,1 ,345 ,101,CT_MIDDTWN_P,    1463.0,    1697.0,BF_SNGTN_03T,   610,4.0,304.0,     17.92,3,  -0.01077,   0.01077,  -0.01077,
104714 PEASLE-H141T  115  104726 PEASLEE       115  1  ,104714,PEASLE-H141T,104726,PEASLEE,1 ,115 ,101,NH_SEACOST_P,     222.0,     240.0,Base Case ,     0,39.8,    -    ,     17.91,0,   0.00002,  -0.00002,   0.00002,
100174 SECT 81A TAP  115  100198 TOPSHAM S81A  115  1  ,100174,SECT 81A TAP,100198,TOPSHAM S81A,1 ,115 ,101,ME_CMP_P,      75.0,      75.0,TF_BRUN_GSU,  5538,7.2,13.4,     17.91,7,   0.00000,  -0.00000,   0.00000,
100230 LARRABEE RD   115  100251 MIDDLE ST ME  115  1  ,100230,LARRABEE RD,100251,MIDDLE ST ME,1 ,115 ,101,ME_CMP_P,     283.0,     325.0,BF_LAR_201-1,  4046,38.6,58.2,     17.91,4,  -0.00002,   0.00002,  -0.00002,
100230 LARRABEE RD   115  100251 MIDDLE ST ME  115  1  ,100230,LARRABEE RD,100251,MIDDLE ST ME,1 ,115 ,101,ME_CMP_P,     283.0,     325.0,LN_201,  1460,38.6,58.2,     17.91,3,  -0.00002,   0.00002,  -0.00002,
111135 W BARNSTABLE  115  111215 MASHPEE_137   115  1  ,111135,W BARNSTABLE,111215,MASHPEE_137,1 ,115 ,101,MA_CAPECOD_P,     226.0,     243.0,BF_CANAL_512,   449,35.6,43.5,     17.91,8,   0.00005,  -0.00005,   0.00005,
107931 NE_K6_NY      115  137885 HOOSICK       115  1  ,107931,NE_K6_NY,137885,HOOSICK,1 ,115 , 101/102,BORDER-BUS/NPCC_NYISO,     199.0,     245.0,LN_312_393,    60,-19.4,-43.9,     17.90,10,  -0.00784,   0.00784,   0.00784,
